id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
315,F,1.6375,1.2875,0.3875,37.194544,15.762322,8.1363065,11.66581925,8.0
316,M,1.475,1.1625,0.4125,31.694741,14.0897015,6.36446275,9.07184,11.0
317,F,1.4,1.1125,0.325,22.75047375,10.47514025,4.9044635,6.3786375,11.0
318,I,1.0375,0.8,0.275,10.27669375,4.6776675,2.33883375,2.79242575,10.0
319,M,1.6125,1.2375,0.4,35.210079,11.793392,7.01650125,10.3475675,14.0
320,F,1.6125,1.1875,0.4875,38.612019,16.79707875,8.00873375,13.7495075,11.0
321,F,1.65,1.3,0.4125,42.921143,16.82542825,6.350288,12.190285,14.0
322,M,1.625,1.275,0.475,38.9805625,16.612807,6.98815175,13.324265,15.0
323,I,0.6125,0.4875,0.1875,2.99087225,1.26155275,0.623689,0.72291225,6.0
324,F,1.6,1.25,0.4375,41.7588135,18.72484475,8.57572375,12.03436275,9.0
325,I,1.0375,0.775,0.225,8.845044,3.912231,1.6159215,2.82077525,7.0
326,I,0.875,0.65,0.2,5.443104,2.26796,1.68679525,1.984465,7.0
327,I,1.1,0.7625,0.275,10.61688775,4.309124,2.2963095,3.5436875,7.0
328,I,1.325,0.9875,0.3125,15.2803805,6.0951425,3.61456125,4.706017,8.0
329,M,1.6875,1.3125,0.5375,44.22522,20.0430965,10.24834425,12.190285,12.0
330,M,1.425,1.125,0.4375,24.777463,10.77281,5.046211,5.953395,13.0
331,I,1.375,1.0625,0.4,22.92057075,10.53183925,4.6776675,7.9662095,9.0
332,F,1.4125,1.1375,0.3375,26.308336,11.9351395,5.556502,7.654365,10.0
333,F,1.8,1.5,0.5,58.7685135,27.37144225,14.7133905,14.74174,12.0
334,M,1.1125,0.825,0.325,15.74814725,7.6260155,3.33106625,4.53592,8.0
335,I,0.6875,0.5,0.125,2.8066005,1.26155275,0.60951425,0.850485,5.0
336,F,1.55,1.2125,0.3875,28.5479465,14.231449,6.5487345,7.087375,13.0
337,I,1.0625,0.75,0.25,10.44679075,5.2446575,1.88524175,2.551455,6.0
338,I,1.0,0.75,0.2125,7.654365,3.515338,1.587572,2.551455,6.0
339,I,0.9875,0.7375,0.225,8.674947,4.082328,2.08368825,2.4097075,6.0
340,I,0.9625,0.7375,0.2125,7.04485075,2.891649,1.31825175,1.984465,6.0
341,M,1.45,1.1,0.4,28.10852925,12.23280925,6.10931725,7.654365,11.0
342,F,1.325,1.0625,0.3625,23.85610425,10.8578585,5.20213325,7.7961125,9.0
343,M,1.5,1.175,0.3875,31.638042,13.154168,6.56290925,9.63883,11.0
344,I,0.5875,0.4125,0.1375,1.54504775,0.5386405,0.4252425,0.56699,4.0
345,F,1.45,1.1375,0.4125,29.3417325,11.4248485,6.917278,8.3631025,12.0
346,M,1.4625,1.125,0.3625,23.019794,11.623295,5.2446575,6.3786375,12.0
347,I,0.6375,0.4375,0.15,2.02698925,0.80796075,0.29766975,0.5953395,4.0
348,I,1.075,0.8125,0.25,10.73028575,4.309124,2.08368825,3.005047,8.0
349,F,1.45,1.075,0.4,24.99008425,12.417081,5.8683465,6.23689,8.0
350,I,1.0625,0.775,0.225,10.33339275,4.46504625,2.25378525,2.96252275,7.0
351,F,1.6,1.2875,0.425,38.22930075,15.592225,7.824462,11.04213025,10.0
352,I,0.95,0.775,0.25,8.618248,3.55786225,1.48834875,2.551455,7.0
353,I,0.825,0.625,0.25,5.1879585,2.67902775,1.09145575,1.5592225,6.0
354,I,0.9375,0.7125,0.225,6.180191,2.67902775,1.11980525,1.984465,6.0
355,M,1.1,0.8625,0.3125,13.664459,5.953395,2.99087225,3.7137845,8.0
356,M,1.5,1.175,0.425,29.21415975,13.097469,6.1518415,7.881161,10.0
357,F,1.55,1.2,0.4125,29.18581025,12.0485375,6.10931725,8.6465975,9.0
358,M,1.6,1.2,0.375,32.10580875,16.0174675,6.90310325,9.355335,11.0
359,F,1.3125,1.0125,0.4,20.184844,9.6671795,4.66349275,5.953395,9.0
360,M,1.425,1.1,0.4,27.9242575,11.18387775,6.16601625,7.5126175,9.0
361,M,1.575,1.2625,0.475,32.2333815,14.0330025,8.1363065,8.9300925,10.0
362,I,1.3125,1.0,0.2875,17.95940825,8.34892775,3.7704835,4.9611625,9.0
363,I,0.975,0.725,0.25,8.32057825,3.44446425,1.68679525,2.26796,7.0
364,I,0.8625,0.675,0.225,5.5281525,2.211261,1.6726205,1.984465,9.0
365,M,1.4125,1.125,0.4,25.7696955,10.19164525,6.350288,8.1930055,9.0
366,M,1.625,1.2875,0.4125,40.78075575,17.22232125,8.7599955,10.20582,11.0
367,F,1.5875,1.2625,0.4125,36.0322145,16.5277585,8.901743,9.48290775,9.0
368,I,1.4,1.1,0.3125,24.5223175,10.78698475,4.77689075,7.5126175,10.0
369,F,1.3125,1.0,0.3375,16.782904,6.8889285,3.98310475,5.10291,7.0
370,F,1.475,1.1625,0.3875,27.03124825,13.16834275,6.22271525,8.6465975,10.0
371,M,1.2125,0.9125,0.3125,16.42853525,6.8322295,3.40194,5.386405,7.0
372,I,1.25,0.9375,0.3375,17.90270925,8.0796075,3.86970675,5.0178615,8.0
373,F,1.5625,1.25,0.4,36.570855,16.51358375,7.64019025,10.0640725,11.0
374,I,1.325,0.95,0.3125,15.77649675,7.49844275,3.35941575,5.10291,7.0
375,I,0.5125,0.3875,0.1,1.09145575,0.3118445,0.18427175,0.283495,5.0
376,F,1.4625,1.125,0.35,27.76833525,11.75086775,5.2446575,8.3631025,14.0
377,M,1.5875,1.2375,0.4,36.6559035,16.3576615,8.88756825,10.035723,10.0
378,F,1.3375,1.0875,0.35,27.4139665,11.07047975,4.989512,8.221355,10.0
379,M,1.45,1.125,0.375,22.1976585,9.7805775,4.4508715,7.37087,10.0
380,I,1.1875,0.875,0.275,12.927372,6.36446275,2.8066005,3.685435,8.0
381,I,0.8125,0.5625,0.2,4.2240755,1.644271,0.907184,1.40330025,5.0
382,I,0.75,0.575,0.2,4.09650275,1.644271,0.75126175,1.417475,5.0
383,I,1.275,0.95,0.35,17.53416575,7.030676,3.3735905,4.9611625,12.0
384,F,1.425,1.075,0.4125,24.834162,8.63242275,5.48562825,8.50485,14.0
385,M,1.6875,1.3375,0.4375,44.395317,20.581737,9.015141,12.40290625,10.0
386,M,1.3625,1.0125,0.3125,23.43086175,12.6722265,4.8477645,5.2446575,7.0
387,F,1.5125,1.1875,0.425,33.46658475,16.499409,8.334753,8.9300925,9.0
388,M,1.525,1.2625,0.4125,36.7693015,16.612807,6.577084,10.3475675,12.0
389,I,0.9,0.675,0.225,6.2085405,2.6932025,1.587572,1.984465,8.0
390,M,1.4875,1.15,0.375,26.1098895,9.25611175,5.74077375,9.5537815,12.0
391,I,1.3375,1.0375,0.3375,22.55202725,9.25611175,5.2446575,6.747181,9.0
392,I,0.925,0.6875,0.2625,7.6260155,3.35941575,1.74349425,2.4097075,7.0
393,I,0.925,0.7125,0.2125,6.56290925,2.31048425,0.94970825,1.8427175,8.0
394,I,0.5625,0.4125,0.1375,1.31825175,0.7087375,0.35436875,0.4252425,5.0
395,F,1.525,1.1875,0.4375,31.581343,11.69416875,7.0023265,10.77281,9.0
396,M,1.575,1.2125,0.425,34.45881725,13.6361095,7.2858215,11.3114505,20.0
397,I,0.975,0.725,0.2375,7.38504475,3.061746,1.587572,1.984465,7.0
398,M,1.2375,0.9375,0.3125,15.83319575,6.25106475,3.81300775,4.819415,8.0
399,M,1.5125,1.1875,0.4,32.98464325,15.5638755,7.3425205,7.7961125,10.0
400,M,1.5,1.25,0.425,34.23202125,15.15280775,6.7755305,8.97261675,10.0
401,I,1.4375,1.15,0.3875,29.69610125,11.4248485,6.917278,8.0229085,11.0
402,F,1.5875,1.275,0.4,38.00250475,17.81766075,9.015141,10.489315,14.0
403,M,1.3125,1.1,0.3625,26.03901575,11.49572225,7.01650125,7.654365,9.0
404,I,0.9375,0.7,0.2375,6.59125875,2.721552,1.51669825,2.26796,7.0
405,M,1.3625,1.05,0.4125,24.1821235,8.278054,4.2807745,7.2291225,19.0
406,F,1.2625,0.975,0.2875,20.22736825,10.432616,4.26659975,5.10291,9.0
407,F,1.675,1.375,0.4125,45.25997675,14.968536,9.99319875,18.427175,21.0
408,M,1.5125,1.2125,0.4,33.46658475,16.6411565,7.6260155,8.107957,11.0
409,M,1.35,1.0625,0.35,21.27629975,8.845044,4.52174525,5.10291,9.0
410,F,1.55,1.2,0.4,28.98736375,12.74310025,6.64795775,8.9300925,11.0
411,M,1.3125,1.025,0.3625,20.25571775,9.128539,4.5075705,5.386405,8.0
412,I,1.0375,0.7625,0.2625,9.36950975,3.98310475,1.417475,2.9766975,7.0
413,I,0.925,0.7,0.225,7.55514175,3.2601925,1.7293195,2.1262125,11.0
414,M,1.2875,1.0125,0.3375,19.97222275,9.68135425,3.86970675,5.8116475,9.0
415,M,1.45,1.1125,0.3625,27.0737725,8.8733935,6.67630725,7.04485075,15.0
416,I,1.0,0.775,0.225,8.8166945,3.52951275,1.80019325,2.551455,8.0
417,M,1.5375,1.175,0.425,34.62891425,16.4143605,7.3425205,8.0796075,11.0
418,M,1.5125,1.125,0.4,33.26813825,14.10387625,5.386405,8.0796075,10.0
419,M,1.4,1.1,0.3625,26.03901575,10.78698475,4.876114,7.654365,15.0
420,F,1.5125,1.225,0.4375,32.98464325,15.06775925,8.051258,9.79475225,9.0
421,F,1.75,1.4375,0.4375,47.0318205,19.447757,10.24834425,14.17475,16.0
422,I,1.4,1.1125,0.4,24.7491135,9.07184,6.010094,7.37087,14.0
423,F,1.6125,1.25,0.4,38.612019,17.61921425,8.2497045,10.489315,11.0
424,F,1.425,1.125,0.375,24.62154075,12.303683,6.22271525,6.463686,9.0
425,I,1.225,0.9625,0.3375,14.52911875,6.98815175,2.84912475,4.6776675,8.0
426,F,1.5625,1.225,0.4,34.99745775,14.18892475,6.64795775,10.20582,9.0
427,F,1.675,1.2625,0.375,37.194544,14.685041,7.6827145,10.61688775,13.0
428,I,1.4625,1.1625,0.4125,24.62154075,10.149121,4.57844425,7.5126175,8.0
429,I,0.9375,0.6875,0.2125,7.18659825,3.92640575,1.7293195,2.5798045,6.0
430,F,1.4375,1.15,0.425,29.1716355,12.0485375,6.1518415,9.7805775,16.0
431,I,0.7,0.5125,0.15,3.1467945,1.20485375,0.80796075,0.850485,5.0
432,I,0.475,0.325,0.0625,0.75126175,0.2551455,0.15592225,0.2551455,5.0
433,F,1.5125,1.1875,0.45,36.61337925,16.612807,8.2497045,8.9300925,11.0
434,F,1.2625,0.9625,0.3,16.42853525,6.0951425,3.5436875,3.78465825,8.0
435,M,1.1,0.8625,0.325,12.7856245,4.80524025,2.50893075,3.40194,8.0
436,M,1.5875,1.25,0.4625,38.612019,19.391058,8.4198015,10.886208,12.0
437,I,1.425,1.125,0.325,24.153774,10.77281,5.3013565,7.7961125,10.0
438,F,1.3125,1.025,0.35,19.74542675,7.3992195,3.84135725,7.5126175,18.0
439,I,1.3125,0.975,0.3,15.195332,7.24329725,3.75630875,4.139027,7.0
440,F,1.55,1.275,0.575,38.22930075,13.9763035,7.78193775,13.891255,12.0
441,I,1.05,0.7875,0.225,9.63883,5.14543425,2.22543575,2.6932025,7.0
442,M,1.325,1.0625,0.35,22.11261,9.25611175,4.89028875,5.5281525,11.0
443,M,1.5125,1.1625,0.3875,33.849303,16.4710595,7.7961125,7.7961125,11.0
444,I,0.9625,0.7125,0.2375,7.72523875,2.65067825,1.6726205,2.1262125,7.0
445,F,1.625,1.3125,0.4375,38.82464025,17.13727275,9.015141,11.056305,9.0
446,F,1.4625,1.175,0.4625,36.457457,12.1052365,8.3064035,10.77281,11.0
447,M,1.625,1.2875,0.4125,37.9032815,16.045817,7.98038425,10.0640725,12.0
448,M,1.5625,1.225,0.4375,44.55123925,18.937466,9.7805775,12.757275,14.0
449,F,1.3625,1.05,0.3625,21.829115,8.3064035,4.57844425,7.37087,13.0
450,I,1.0,0.8,0.2,8.1363065,3.96893,1.8994165,2.33883375,7.0
451,M,1.4,1.0875,0.35,25.7696955,10.432616,5.10291,7.12989925,10.0
452,F,1.0375,0.8125,0.275,11.169703,5.0178615,2.7499015,3.5436875,11.0
453,F,1.5125,1.125,0.3875,33.8776525,13.551061,6.973977,8.334753,10.0
454,M,1.4625,1.15,0.4,29.5118295,10.47514025,5.54232725,9.2135875,14.0
455,F,1.6,1.225,0.45,34.60056475,13.8062065,9.14271375,9.2135875,11.0
456,M,1.5125,1.1875,0.375,31.85066325,14.855138,7.257472,7.767763,10.0
457,F,1.2125,0.9,0.2625,12.94154675,5.499803,2.48058125,3.5436875,11.0
458,I,1.0625,0.8125,0.25,10.30504325,5.37223025,1.60174675,3.118445,7.0
459,I,1.1625,0.875,0.275,15.20950675,8.09378225,2.84912475,3.96893,7.0
460,F,1.1,0.85,0.3,12.14776075,4.94698775,2.50893075,3.685435,12.0
461,I,0.4625,0.3375,0.1,0.907184,0.3118445,0.18427175,0.283495,4.0
462,M,1.725,1.3625,0.45,51.199197,20.19901875,11.0279555,14.17475,13.0
463,I,0.875,0.65,0.2,5.6699,2.1262125,1.3891255,1.70097,6.0
464,F,1.6125,1.2875,0.4125,34.74231225,15.1669825,7.47009325,8.391452,10.0
465,I,0.9625,0.7125,0.225,7.49844275,3.55786225,1.80019325,2.1262125,7.0
466,M,1.6875,1.3375,0.4375,45.57182125,17.08057375,8.85921875,15.01106025,11.0
467,F,1.6375,1.3125,0.4625,40.9083285,17.10892325,9.7805775,11.4815475,8.0
468,M,1.575,1.225,0.4625,37.0527965,14.6566915,8.278054,9.31281075,9.0
469,M,0.85,0.6375,0.1875,5.06038575,2.26796,1.03475675,1.5592225,7.0
470,M,1.2625,1.0,0.325,18.75319425,8.34892775,3.27436725,5.2446575,9.0
471,M,1.3125,0.9625,0.3375,18.55474775,7.47009325,3.92640575,4.6776675,8.0
472,I,0.7375,0.5375,0.2,3.92640575,1.360776,0.92135875,1.14815475,6.0
473,I,0.9875,0.7,0.2375,7.144074,3.40194,1.2757275,2.041164,6.0
474,I,1.15,0.875,0.275,12.984071,5.57067675,2.50893075,3.2034935,7.0
475,I,1.1875,0.8875,0.2875,13.437663,5.68407475,3.0333965,4.12485225,9.0
476,I,1.2125,0.9125,0.3,16.91047675,7.37087,3.04757125,3.9972795,7.0
477,M,1.2875,1.0125,0.3875,30.0221205,7.994559,5.48562825,9.07184,16.0
478,M,1.2375,0.9625,0.3125,17.349894,7.10154975,4.252425,4.3941725,7.0
479,F,1.6125,1.25,0.475,37.1094955,13.99047825,7.3425205,11.056305,17.0
480,M,1.625,1.25,0.5125,38.385223,13.60776,9.9506745,11.1980525,20.0
481,I,0.425,0.3125,0.075,0.850485,0.35436875,0.1417475,0.226796,4.0
482,I,1.4125,1.075,0.3625,22.5945515,9.6104805,5.45727875,6.23689,8.0
483,F,1.5375,1.225,0.425,32.21920675,14.21727425,7.52679225,8.0796075,11.0
484,F,1.3,0.9625,0.275,19.57532975,9.25611175,3.7137845,4.9611625,9.0
485,F,1.575,1.2625,0.425,38.34269875,16.5277585,8.03708325,10.6310625,10.0
486,I,1.375,1.0875,0.35,20.76600875,8.3631025,3.72795925,6.23689,10.0
487,M,1.5125,1.225,0.375,32.10580875,13.9196045,7.10154975,8.221355,10.0
488,M,1.3875,1.1375,0.3625,25.16018125,10.3475675,4.46504625,8.29222875,9.0
489,I,1.3875,1.05,0.3375,20.62426125,9.7238785,4.7343665,5.2446575,9.0
490,M,1.2125,0.875,0.325,14.8267885,5.6982495,3.6003865,4.9611625,12.0
491,M,1.125,0.875,0.3625,14.5999925,5.953395,2.96252275,4.9611625,16.0
492,I,0.9375,0.6875,0.2125,6.08096775,2.721552,1.31825175,1.984465,6.0
493,F,1.6,1.25,0.425,33.962701,13.79203175,7.3425205,9.4970825,12.0
494,F,1.55,1.2,0.375,35.50774875,14.401546,8.107957,8.29222875,10.0
495,F,1.3125,1.0375,0.3625,23.51591025,10.98543125,5.613201,7.087375,10.0
496,F,1.5625,1.1625,0.375,32.21920675,14.01882775,7.38504475,9.4970825,9.0
497,I,1.1875,0.9125,0.3125,14.78426425,5.96756975,3.345241,4.9611625,9.0
498,M,1.6125,1.2875,0.475,39.745999,16.0741665,8.7032965,10.3475675,11.0
499,M,1.2875,1.0,0.3125,18.597272,8.8166945,3.8838815,5.8116475,9.0
500,M,1.3,1.0625,0.3375,20.76600875,9.51125725,4.06815325,6.23689,9.0
501,I,0.4625,0.3375,0.125,0.86465975,0.3118445,0.38271825,0.283495,4.0
502,I,1.1375,0.8875,0.3,12.7856245,5.499803,2.891649,3.5436875,8.0
503,F,1.3125,1.025,0.3625,19.46193175,7.257472,4.60679375,6.0951425,11.0
504,F,1.575,1.275,0.4125,40.483086,18.07280625,7.824462,9.7805775,10.0
505,M,1.4125,1.0875,0.3,22.77882325,9.87980075,5.42892925,7.2291225,8.0
506,I,1.0,0.725,0.2,7.92368525,3.2601925,1.63009625,2.16873675,8.0
507,I,1.15,0.8875,0.3375,14.16057525,6.90310325,3.33106625,3.96893,8.0
508,F,1.2375,0.9625,0.3125,17.860185,7.04485075,4.3941725,4.9611625,10.0
509,I,1.0625,0.775,0.25,11.169703,6.36446275,2.59397925,3.5436875,8.0
510,M,1.625,1.2875,0.4125,35.81959325,16.6411565,6.4920355,9.922325,14.0
511,M,1.4875,1.2125,0.475,33.40988575,14.69921575,6.917278,9.355335,10.0
512,I,0.875,0.675,0.225,5.5848515,2.05533875,1.2190285,1.984465,5.0
513,I,0.5125,0.375,0.1,1.13398,0.38271825,0.226796,0.29766975,4.0
514,F,1.425,1.0875,0.3375,22.8780465,9.48290775,4.97533725,6.23689,8.0
515,M,1.525,1.1875,0.4,37.16950625,18.2287285,7.3425205,9.922325,11.0
516,F,1.45,1.1,0.3875,26.9036755,11.5949455,6.22271525,8.0796075,13.0
517,M,1.6125,1.3,0.475,45.8978405,13.99047825,8.60407325,17.27902025,21.0
518,I,0.6375,0.4625,0.175,2.62232875,1.17650425,0.623689,0.7087375,6.0
519,M,1.5875,1.2875,0.425,35.19590425,14.67086625,8.60407325,9.6671795,11.0
520,M,1.3125,1.0,0.3125,21.4038725,9.48290775,4.9044635,6.23689,9.0
521,M,1.4125,1.1,0.4,30.71668325,12.85649825,6.50621025,8.788345,13.0
522,I,0.85,0.6625,0.2125,5.06038575,2.59397925,1.48834875,1.5592225,8.0
523,M,1.2375,1.0,0.3625,18.427175,8.66077225,3.4869885,5.5281525,9.0
524,I,1.3,0.9625,0.2875,18.313777,8.20718025,4.7343665,5.6699,8.0
525,M,1.55,1.2125,0.4125,35.2384285,15.15280775,6.747181,8.3631025,11.0
526,M,1.4,1.075,0.4,26.2799865,9.8372765,7.3425205,7.7961125,14.0
527,I,1.5,1.125,0.3625,21.72989175,8.3064035,4.60679375,6.520385,10.0
528,M,1.55,1.2125,0.425,33.06969175,13.53688625,6.39281225,8.0796075,12.0
529,F,1.4125,1.1,0.375,24.5790165,10.19164525,5.82582225,7.087375,10.0
530,I,0.6375,0.475,0.1375,2.381358,0.94970825,0.35436875,0.4252425,4.0
531,I,0.7,0.525,0.1875,3.345241,1.587572,0.63786375,1.020582,7.0
532,I,1.4125,1.0625,0.35,24.720764,10.829509,5.48562825,7.5126175,9.0
533,I,0.7875,0.575,0.1875,4.23825025,1.474174,1.23320325,1.40330025,5.0
534,F,1.5625,1.2125,0.3875,35.3518265,14.98271075,8.68912175,11.1980525,16.0
535,M,1.5625,1.2125,0.425,30.1922175,14.18892475,6.690482,8.68912175,10.0
536,F,1.65,1.2625,0.4875,43.70075425,20.68096025,9.17106325,12.8990225,10.0
537,M,1.475,1.1625,0.35,26.09571475,13.4093135,5.1879585,7.2291225,10.0
538,M,1.5125,1.175,0.3875,28.81726675,14.5432935,5.68407475,6.23689,10.0
539,M,1.5625,1.25,0.3875,34.8415355,14.35902175,8.88756825,9.4970825,12.0
540,I,0.9125,0.6625,0.2125,5.556502,2.721552,1.14815475,1.417475,7.0
541,M,1.45,1.125,0.3875,24.62154075,11.453198,4.6209685,7.2291225,10.0
542,F,1.3875,1.1125,0.35,26.988724,12.1052365,4.63514325,7.64019025,10.0
543,I,0.8875,0.675,0.225,5.71242425,2.438057,1.23320325,1.7293195,6.0
544,M,1.5375,1.25,0.4125,38.4702715,13.947954,8.85921875,10.9145575,13.0
545,I,1.3375,1.0625,0.425,23.24659,10.8578585,4.479221,6.9456275,20.0
546,I,0.9625,0.725,0.25,7.144074,3.1467945,1.5025235,2.36718325,7.0
547,I,1.15,0.8875,0.3,12.68640125,5.74077375,2.90582375,3.8271825,6.0
548,I,0.75,0.575,0.1875,4.20990075,1.6159215,0.75126175,1.2757275,5.0
549,I,1.2,0.925,0.3125,15.5071765,7.3425205,3.30271675,3.96893,7.0
550,M,0.6,0.4375,0.1375,1.871067,0.77961125,0.75126175,0.56699,7.0
551,M,1.775,1.425,0.5125,54.81375825,25.0893075,12.57300325,12.757275,11.0
552,I,0.4,0.3125,0.1125,0.92135875,0.29766975,0.18427175,0.1417475,4.0
553,F,1.4125,1.1,0.375,28.576296,11.8784405,6.95980225,7.484268,11.0
554,M,1.25,0.9625,0.325,16.88212725,7.18659825,3.95475525,5.2446575,9.0
555,I,1.2875,0.9875,0.3,18.72484475,8.7599955,3.98310475,4.819415,8.0
556,F,1.1,0.85,0.3,11.169703,4.94698775,2.721552,3.685435,9.0
557,F,1.3,1.0,0.35,17.0380495,8.12213175,3.685435,5.2446575,8.0
558,M,1.6,1.3125,0.4625,38.0527965,13.834556,7.41339425,11.3398,13.0
559,M,1.2,0.9875,0.3125,17.70426275,8.09378225,3.84135725,4.819415,9.0
560,I,1.2,0.9125,0.3125,15.26620575,6.05261825,3.01922175,3.8271825,9.0
561,F,1.525,1.2,0.425,30.03629525,14.061352,6.67630725,8.788345,10.0
562,M,1.4375,1.2,0.4125,26.80445225,12.7856245,5.68407475,7.654365,13.0
563,I,1.3125,1.0,0.325,18.75319425,8.63242275,4.139027,5.00368675,9.0
564,M,1.55,1.175,0.3875,28.71163625,13.097469,6.59125875,7.087375,10.0
565,M,1.525,1.175,0.3875,28.81726675,12.94154675,6.78970525,7.540967,9.0
566,F,1.525,1.2,0.4,36.61337925,17.8885345,8.29222875,8.60407325,9.0
567,I,1.425,1.15,0.375,27.0170735,12.1619355,5.68407475,7.2291225,9.0
568,F,1.4125,1.1625,0.325,27.158821,12.74310025,4.706017,7.72523875,11.0
569,M,1.3875,1.075,0.3875,21.16290175,6.0951425,4.309124,6.80388,13.0
570,I,0.8375,0.65,0.25,5.8116475,2.211261,1.51669825,1.984465,7.0
571,M,1.1625,0.875,0.275,11.396499,4.989512,2.14038725,3.118445,10.0
572,M,1.325,1.0625,0.3375,19.901349,8.49067525,3.78465825,5.216308,9.0
573,I,1.525,1.2,0.4,32.2900805,12.94154675,6.87475375,7.93786,10.0
574,I,1.075,0.85,0.25,9.128539,3.912231,1.97029025,2.551455,6.0
575,I,0.4125,0.325,0.1375,0.850485,0.2551455,0.1417475,0.226796,4.0
576,M,1.6625,1.2625,0.45,34.302895,15.43630275,6.747181,8.788345,11.0
577,M,1.6,1.2875,0.475,37.874932,16.20173925,8.46232575,11.1980525,11.0
578,F,1.625,1.25,0.375,35.096681,16.839603,7.881161,8.731646,11.0
579,I,0.95,0.675,0.2125,5.8116475,2.42388225,1.37495075,1.984465,6.0
580,I,0.775,0.6,0.1875,4.819415,1.68679525,1.00640725,1.2757275,6.0
581,F,1.575,1.2,0.45,33.92017675,13.13999325,5.59902625,9.63883,12.0
582,F,1.4,1.1,0.35,25.72717125,11.736693,5.06038575,7.7961125,11.0
583,F,1.5875,1.3125,0.4375,37.3929905,14.69921575,7.1724235,12.8990225,10.0
584,F,1.6125,1.275,0.425,39.405805,17.73261225,8.54737425,11.0279555,10.0
585,F,1.6125,1.25,0.425,35.13920525,15.0535845,8.391452,9.07184,10.0
586,M,1.525,1.2125,0.3875,34.699788,17.78931125,6.90310325,8.0796075,10.0
587,I,1.1625,0.9,0.275,14.5432935,6.350288,2.93417325,4.53592,9.0
588,I,1.0625,0.8625,0.3125,10.886208,3.912231,2.3530085,3.5436875,7.0
589,I,1.075,0.8125,0.3,13.154168,5.71242425,3.01922175,4.6776675,8.0
590,F,1.4375,1.05,0.325,22.8213475,9.8372765,4.6209685,6.23689,10.0
591,I,1.225,0.9625,0.3125,17.08057375,9.19941275,2.9199985,3.8271825,8.0
592,M,1.0375,0.775,0.3,9.979024,4.03980375,2.5231055,3.40194,16.0
593,I,1.225,0.9625,0.3125,14.5999925,6.02426875,2.96252275,4.9611625,8.0
594,M,1.025,0.8125,0.325,12.5588285,5.613201,2.2963095,4.1106775,7.0
595,M,1.4,1.125,0.4125,24.28134675,10.149121,4.63514325,7.030676,8.0
596,M,1.275,0.9875,0.35,17.463292,5.2446575,4.63514325,6.87475375,13.0
597,I,0.9625,0.75,0.225,8.50485,4.15320175,1.80019325,2.1829115,7.0
598,M,1.2125,1.0625,0.3875,21.70154225,7.44174375,3.72795925,7.2291225,12.0
599,M,1.575,1.2875,0.375,38.63900825,16.3009625,8.164656,10.3475675,16.0
600,F,1.2875,0.925,0.3125,15.43630275,7.0590255,3.2601925,4.819415,9.0
601,F,1.65,1.2875,0.45,38.20095125,17.2648455,8.60407325,11.056305,10.0
602,M,1.5875,1.225,0.425,33.6508565,13.721158,7.6827145,11.4815475,13.0
603,I,1.2125,0.975,0.325,14.5999925,6.2085405,3.81300775,4.3941725,8.0
604,M,1.45,1.1625,0.35,27.76833525,13.4660125,5.59902625,8.9300925,12.0
605,I,0.625,0.4625,0.15,2.62232875,1.13398,0.5953395,0.623689,5.0
606,M,1.5875,1.2,0.425,35.19590425,16.48523425,7.6260155,8.788345,10.0
607,I,1.3125,1.0,0.3375,17.916884,6.08096775,3.3735905,4.35164825,9.0
608,I,0.9625,0.7,0.225,7.1157245,2.87747425,1.63009625,2.16873675,7.0
609,F,1.5375,1.1875,0.4625,37.1094955,16.68368075,8.2497045,9.7805775,10.0
610,M,1.6375,1.3125,0.425,38.82464025,18.21455375,8.37727725,10.20582,12.0
611,I,1.15,0.8875,0.3,13.53688625,6.6621325,3.4869885,4.32329875,9.0
612,M,1.4875,1.1625,0.35,27.499015,12.246984,5.71242425,7.29999625,8.0
613,I,1.3,1.0125,0.325,18.9658155,8.334753,4.86193925,5.57067675,13.0
614,M,1.575,1.25,0.4125,39.87357175,15.40795325,9.39785925,10.0640725,11.0
615,F,1.675,1.35,0.45,38.22930075,12.47378,9.015141,13.891255,15.0
616,M,1.55,1.2125,0.4375,31.79396425,13.097469,7.41339425,9.4970825,10.0
617,M,1.5125,1.2,0.4125,31.56716825,14.72756525,6.08096775,8.221355,10.0
618,I,0.925,0.6875,0.2125,6.70465675,2.73572675,1.43164975,1.984465,6.0
619,M,1.4125,1.0625,0.3,23.99785175,13.56523575,5.65572525,5.2446575,8.0
620,M,0.725,0.5125,0.2,3.96893,1.31825175,0.80796075,0.850485,9.0
621,F,1.3125,1.0125,0.3125,20.25571775,9.85145125,4.86193925,5.2446575,8.0
622,F,1.5,1.1625,0.4125,31.581343,13.947954,7.98038425,7.93786,13.0
623,M,1.275,1.0125,0.35,18.01610725,8.1930055,4.15320175,5.5281525,9.0
624,M,1.2125,0.9625,0.3125,17.633389,6.7755305,3.84135725,5.2446575,12.0
625,F,1.45,1.1125,0.4,26.86115125,10.47514025,6.78970525,7.93786,13.0
626,M,1.425,1.1,0.475,24.84833675,10.149121,6.180191,8.0796075,12.0
627,I,1.625,1.275,0.375,31.808139,12.23280925,7.711064,10.20582,12.0
628,M,1.575,1.225,0.375,33.1972645,13.62193475,8.448151,9.865626,9.0
